codice_tipologia,nome,macro_categoria,denominazione,[soggetto],[formato],formato,titolo,[titolo prodotto],nome2,[nome produttore],codice_licenza_app,codice_licenza_app2,denominazione2,[nome licenza],rilevanza,descrizione,codice_localizzazione,comune,provincia,regione,lat,lon
L7,Aziende Sanitarie Locali,ASL/Aziende ospedaliere/Istituti di ricovero/Servizi alla persona,Salute,Salute,Oracle,Oracle,Polaris,Polaris,El.Co. S.r.l.,El.Co.,1078,1078,Licenza d'uso,Licenza d'uso,1,Gestione Referti radiologici,6653,Savona,SV,Liguria,44.2976,8.4645
L7,Aziende Sanitarie Locali,ASL/Aziende ospedaliere/Istituti di ricovero/Servizi alla persona,Salute,Salute,Oracle,ORACLE10,Polaris/Screening Mammella,Polaris/Screening Mammella,Elco,El.Co.,1079,1079,Licenza d' uso,Licenza d'uso,2,Gestione screening mammografico,2732,Ferrara,FE,Emilia Romagna,44.8376,11.6117
L7,Aziende Sanitarie Locali,ASL/Aziende ospedaliere/Istituti di ricovero/Servizi alla persona,Salute,Salute,Sql Server,Sql server,Portale Antinfluenzali,Portale Antinfluenzali,ASL Varese,ASL Varese,1078,1078,Licenza d'uso,Licenza d'uso,1,Applicativo aziendale per la gestione delle campagne di vaccinazione antinfluenzale svolte dai Medici di Base,7635,Varese,VA,Lombardia,45.8206,8.82506
L7,Aziende Sanitarie Locali,ASL/Aziende ospedaliere/Istituti di ricovero/Servizi alla persona,Salute,Salute,Sql Server,Sql server,Portale CardioCelebroVascolare,Portale CardioCelebroVascolare,ASL Varese,ASL Varese,1078,1078,Licenza d'uso,Licenza d'uso,1,Portale per l'inserimento dati assistiti da parte di MMG al fine della Rilevazione del Rischio CardioCelebroVascolare,7635,Varese,VA,Lombardia,45.8206,8.82506
L7,Aziende Sanitarie Locali,ASL/Aziende ospedaliere/Istituti di ricovero/Servizi alla persona,Trasparenza,Trasparenza,Oracle,Rdbms oracle,Portale Formazione,Portale Formazione,NBS,NBS,1078,1078,Licenza d'uso,Licenza d'uso,2,Formazione ECM,3402,L'Aquila,AQ,Abruzzo,42.3498,13.3995
L7,Aziende Sanitarie Locali,ASL/Aziende ospedaliere/Istituti di ricovero/Servizi alla persona,Bilancio,Bilancio,Oracle,Rdbms oracle,Portale Fornitori,Portale Fornitori,Engineering,Engineering,1078,1078,Licenza d'uso,Licenza d'uso,2,Comunicazione Fatture PDF passive,3402,L'Aquila,AQ,Abruzzo,42.3498,13.3995
L7,Aziende Sanitarie Locali,ASL/Aziende ospedaliere/Istituti di ricovero/Servizi alla persona,Salute,Salute,Sql Server,Microsoft sql server,Portale Internet Aziendale,Portale Internet Aziendale,Città in internet,Città in internet,1078,1078,Licenza d'uso,Licenza d'uso,1,portal manager sito aziendale,5062,Perugia,PG,Umbria,43.1107,12.3908
L7,Aziende Sanitarie Locali,ASL/Aziende ospedaliere/Istituti di ricovero/Servizi alla persona,Infrastrutture,Infrastrutture,MySql,Mysql,Portale Intranet,Portale intranet,Drupal (volontari),Drupal (volontari),780,780,Gpl,Gpl,1,Portale Intranet aziendale.,7218,Tivoli,RM,Lazio,41.9598,12.8022
L7,Aziende Sanitarie Locali,ASL/Aziende ospedaliere/Istituti di ricovero/Servizi alla persona,Salute,Salute,Oracle,Rdbms oracle,Portale Notifiche,Portale Notifiche,Edinext,Edinext,1078,1078,Licenza d'uso,Licenza d'uso,2,Notifiche preliminari cantieri edili,3402,L'Aquila,AQ,Abruzzo,42.3498,13.3995
L7,Aziende Sanitarie Locali,ASL/Aziende ospedaliere/Istituti di ricovero/Servizi alla persona,Salute,Salute,Sql Server,Sql server,Portale PapTest,Portale PapTest,ASL Varese,ASL Varese,1078,1078,Licenza d'uso,Licenza d'uso,1,Portale per l'inserimento dati da parte di MMG relativi alle campagne sensibilizzazione PapTest,7635,Varese,VA,Lombardia,45.8206,8.82506
L34,Aziende Pubbliche di Servizi alla Persona,ASL/Aziende ospedaliere/Istituti di ricovero/Servizi alla persona,Lavoro,Lavoro,Firebird,Firebird,PORTALE PERSONALE WEB,Portale Personale web,Cba informatica s.r.l.,Cba informatica,1078,1078,Licenza d'uso,Licenza d'uso,7,software per gestire sul portale web le richieste di permessi e ferie e pubblicazione cartellini e cedolini mensili,448,Bagnacavallo,RA,Emilia Romagna,44.4197,11.9767
L34,Aziende Pubbliche di Servizi alla Persona,ASL/Aziende ospedaliere/Istituti di ricovero/Servizi alla persona,Lavoro,Lavoro,Firebird,Firebird,PORTALE PERSONALE WEB,Portale Personale web,Cba informatica s.r.l.,Cba informatica,1078,1078,Licenza d'uso,Licenza d'uso,6,"Soluzione web che permette al dipendente di visualizzare e gestire dati relativi a richieste permessi, cambi turno, timbrature, richiesta ferie, ecc",7529,Valdagno,VI,Veneto,45.6448,11.3025
L34,Aziende Pubbliche di Servizi alla Persona,ASL/Aziende ospedaliere/Istituti di ricovero/Servizi alla persona,Lavoro,Lavoro,Firebird,Firebird,PORTALE PERSONALE WEB,Portale Personale web,Cba informatica s.r.l.,Cba informatica,1078,1078,Licenza d'uso,Licenza d'uso,4,Software atto a gestire le informazioni/elaborazioni relative al personale dell'Ente,5239,Piove Di Sacco,PD,Veneto,45.2969,12.035
L34,Aziende Pubbliche di Servizi alla Persona,ASL/Aziende ospedaliere/Istituti di ricovero/Servizi alla persona,Lavoro,Lavoro,Firebird,Firebird,PORTALE PERSONALE WEB,Portale Personale web,Cba informatica s.r.l.,Cba informatica,1078,1078,Licenza d'uso,Licenza d'uso,7,"Software che permette al personale di visualizzare e gestire, attraverso il web, i dati relativi alla propria assenza-permessi, ferie o altro.",7760,Vicenza,VI,Veneto,45.5455,11.5354
L7,Aziende Sanitarie Locali,ASL/Aziende ospedaliere/Istituti di ricovero/Servizi alla persona,Salute,Salute,Oracle,Dbms oracle,Portale referti,Portale referti,Insiel mercato,Insiel mercato,1078,1078,Licenza d'uso,Licenza d'uso,3,Portale referti ON LINE,50,Adria,RO,Veneto,45.0555,12.056
L7,Aziende Sanitarie Locali,ASL/Aziende ospedaliere/Istituti di ricovero/Servizi alla persona,Salute,Salute,Oracle,Rdbms oracle,Portale Referti,Portale referti,Noemalife,NoemaLife,1078,1078,Licenza d'uso,Licenza d'uso,3,Stampa referti Laboratorio per pazienti non ricoverati,3402,L'Aquila,AQ,Abruzzo,42.3498,13.3995
L8,"Aziende Ospedaliere, Aziende Ospedaliere Universitarie, Policlinici e Istituti di Ricovero e Cura a Carattere Scientifico Pubblici",ASL/Aziende ospedaliere/Istituti di ricovero/Servizi alla persona,Salute,Salute,DBMS SAS,DBMS SAS,Portale SAS,Portale SAS,Santer,Santer,1078,1078,Licenza d'uso,Licenza d'uso,1,Portale per il supporto decisionale alla direzione aziendale,2536,Desenzano Del Garda,BS,Lombardia,45.4715,10.5333
L7,Aziende Sanitarie Locali,ASL/Aziende ospedaliere/Istituti di ricovero/Servizi alla persona,Salute,Salute,Sql,Sql,Portale SPP,Portale SPP,Softlab,Softlab,1078,1078,Licenza d'uso,Licenza d'uso,1,Portale per la gestione dei dati dell'SPP,4046,Milano,MI,Lombardia,45.4655,9.18652
L7,Aziende Sanitarie Locali,ASL/Aziende ospedaliere/Istituti di ricovero/Servizi alla persona,Salute,Salute,MySql,RBMS MySQL,Portale TaleteWeb,Portale TaleteWeb,Equipe,Equipe,1078,1078,Licenza d'uso,Licenza d'uso,2,Richieste Servizio Veterinario da esterno,3402,L'Aquila,AQ,Abruzzo,42.3498,13.3995
L7,Aziende Sanitarie Locali,ASL/Aziende ospedaliere/Istituti di ricovero/Servizi alla persona,Salute,Salute,Oracle,Rdbms oracle,Portale Visite Fiscali,Portale Visite Fiscali,Caribel,Caribel,1078,1078,Licenza d'uso,Licenza d'uso,2,Richiesta visita fiscale,3402,L'Aquila,AQ,Abruzzo,42.3498,13.3995
L34,Aziende Pubbliche di Servizi alla Persona,ASL/Aziende ospedaliere/Istituti di ricovero/Servizi alla persona,Lavoro,Lavoro,Firebird,Firebird,PORTALE WEB,Portale web,Cba informatica s.r.l.,Cba informatica,1078,1078,Licenza d'uso,Licenza d'uso,3,"Software per l'invio sulla bacheca virtuale del dipendente del cartellino presenze, del cedolino paga, del CUD ed altro",3303,Guastalla,RE,Emilia Romagna,44.9212,10.6544
L34,Aziende Pubbliche di Servizi alla Persona,ASL/Aziende ospedaliere/Istituti di ricovero/Servizi alla persona,Trasparenza,Trasparenza,In out sourcing,In out sourcing,Portale web,Portale web,Mt Graphic Studio di Tassoni Manuel,Mt Graphic Studio di Tassoni Manuel,1078,1078,Licenza d'uso,Licenza d'uso,1,portale web dell' ente,5194,Pieve Di Cento,BO,Emilia Romagna,44.7149,11.3041
L8,"Aziende Ospedaliere, Aziende Ospedaliere Universitarie, Policlinici e Istituti di Ricovero e Cura a Carattere Scientifico Pubblici",ASL/Aziende ospedaliere/Istituti di ricovero/Servizi alla persona,Salute,Salute,Oracle,Dbms oracle,Powerlab,Powerlab,Noemalife,NoemaLife,1078,1078,Licenza d'uso,Licenza d'uso,2,Gestione Laboratorio Analisi,2991,Gallarate,VA,Lombardia,45.6602,8.7918
L8,"Aziende Ospedaliere, Aziende Ospedaliere Universitarie, Policlinici e Istituti di Ricovero e Cura a Carattere Scientifico Pubblici",ASL/Aziende ospedaliere/Istituti di ricovero/Servizi alla persona,Salute,Salute,Oracle,Dbms oracle,Powerlab,Powerlab,Noemalife,NoemaLife,283,283,Aziendale,Aziendale,1,"Applicativo di gestione prestazioni di Laboratorio, accettazione, refertazione integrato con gli strumenti di laboratorio",4991,Pavia,PV,Lombardia,45.1847,9.15821
L8,"Aziende Ospedaliere, Aziende Ospedaliere Universitarie, Policlinici e Istituti di Ricovero e Cura a Carattere Scientifico Pubblici",ASL/Aziende ospedaliere/Istituti di ricovero/Servizi alla persona,Salute,Salute,Oracle,Dbms oracle,Powerlab,Powerlab,Noemalife,NoemaLife,1078,1078,Licenza d'uso,Licenza d'uso,4,Gestione Laboratorio Analisi,2991,Gallarate,VA,Lombardia,45.6602,8.7918
L8,"Aziende Ospedaliere, Aziende Ospedaliere Universitarie, Policlinici e Istituti di Ricovero e Cura a Carattere Scientifico Pubblici",ASL/Aziende ospedaliere/Istituti di ricovero/Servizi alla persona,Salute,Salute,Oracle,Dbms oracle,Powerlab,Powerlab,Noemalife,NoemaLife,1078,1078,Licenza d'uso,Licenza d'uso,1,"Applicativo aziendale per l'accettazione, esecuzione e refertazione delle prestazioni del laboratorio analisi",2536,Desenzano Del Garda,BS,Lombardia,45.4715,10.5333
L8,"Aziende Ospedaliere, Aziende Ospedaliere Universitarie, Policlinici e Istituti di Ricovero e Cura a Carattere Scientifico Pubblici",ASL/Aziende ospedaliere/Istituti di ricovero/Servizi alla persona,Salute,Salute,Oracle,Dbms oracle,Powerlab,Powerlab,Noemalife,NoemaLife,1078,1078,Licenza d'uso,Licenza d'uso,1,Gestione Laboratorio Analisi,2991,Gallarate,VA,Lombardia,45.6602,8.7918
L8,"Aziende Ospedaliere, Aziende Ospedaliere Universitarie, Policlinici e Istituti di Ricovero e Cura a Carattere Scientifico Pubblici",ASL/Aziende ospedaliere/Istituti di ricovero/Servizi alla persona,Salute,Salute,Oracle,Dbms oracle,Powerlab,Powerlab,Noemalife,NoemaLife,1078,1078,Licenza d'uso,Licenza d'uso,4,Gestione Laboratorio Analisi,2991,Gallarate,VA,Lombardia,45.6602,8.7918
L8,"Aziende Ospedaliere, Aziende Ospedaliere Universitarie, Policlinici e Istituti di Ricovero e Cura a Carattere Scientifico Pubblici",ASL/Aziende ospedaliere/Istituti di ricovero/Servizi alla persona,Salute,Salute,Oracle,Oracle 11g,POWERLAB,Powerlab,Noemalife S.p.a,NoemaLife,1078,1078,Licenza d'uso,Licenza d'uso,1,Gestionale di laboratorio di analisi,532,Bari,BA,Puglia,41.1171,16.8719
L8,"Aziende Ospedaliere, Aziende Ospedaliere Universitarie, Policlinici e Istituti di Ricovero e Cura a Carattere Scientifico Pubblici",ASL/Aziende ospedaliere/Istituti di ricovero/Servizi alla persona,Salute,Salute,Oracle,Oracle 11g,POWERLAB,Powerlab,Noemalife S.p.a,NoemaLife,1078,1078,Licenza d'uso,Licenza d'uso,1,Gestionale di laboratorio di analisi,532,Bari,BA,Puglia,41.1171,16.8719
L8,"Aziende Ospedaliere, Aziende Ospedaliere Universitarie, Policlinici e Istituti di Ricovero e Cura a Carattere Scientifico Pubblici",ASL/Aziende ospedaliere/Istituti di ricovero/Servizi alla persona,Salute,Salute,Oracle,Oracle 11g,POWERLAB,Powerlab,Noemalife S.p.a,NoemaLife,1078,1078,Licenza d'uso,Licenza d'uso,1,Gestionale di laboratorio di analisi,532,Bari,BA,Puglia,41.1171,16.8719
L8,"Aziende Ospedaliere, Aziende Ospedaliere Universitarie, Policlinici e Istituti di Ricovero e Cura a Carattere Scientifico Pubblici",ASL/Aziende ospedaliere/Istituti di ricovero/Servizi alla persona,Salute,Salute,Oracle,Oracle 11g,POWERLAB,Powerlab,Noemalife S.p.a,NoemaLife,1078,1078,Licenza d'uso,Licenza d'uso,1,Gestionale di laboratorio di analisi,532,Bari,BA,Puglia,41.1171,16.8719
L8,"Aziende Ospedaliere, Aziende Ospedaliere Universitarie, Policlinici e Istituti di Ricovero e Cura a Carattere Scientifico Pubblici",ASL/Aziende ospedaliere/Istituti di ricovero/Servizi alla persona,Salute,Salute,Oracle,Dbms oracle,Powerlab,Powerlab,Noemalife SpA Bologna,NoemaLife,1078,1078,Licenza d'uso,Licenza d'uso,1,Sistema di gestione del serviozo di laboratorio.,6932,Sondrio,SO,Lombardia,46.1699,9.87877
L8,"Aziende Ospedaliere, Aziende Ospedaliere Universitarie, Policlinici e Istituti di Ricovero e Cura a Carattere Scientifico Pubblici",ASL/Aziende ospedaliere/Istituti di ricovero/Servizi alla persona,Altro: gestione servizi alberghieri,Gestione servizi alberghieri,Oracle,Dbms oracle,Prandium,Prandium,AXIOS Informatica S.r.l.,Axios Informatica,1078,1078,Licenza d'uso,Licenza d'uso,1,"Composto da quattro moduli fondamentali permette di gestire la richiesta dei pasti per i degenti, per il personale che pranza in reparto, il modulo dietetico e la contabilità.",6932,Sondrio,SO,Lombardia,46.1699,9.87877
L7,Aziende Sanitarie Locali,ASL/Aziende ospedaliere/Istituti di ricovero/Servizi alla persona,Salute,Salute,MySql,Mysql,Pratiche,Pratiche,Ylios S.r.l.,Ylios,1078,1078,Licenza d'uso,Licenza d'uso,1,Gestione delle pratiche dell'ufficio e-procuremet e relativi atti e fasi,7169,Terni,TR,Umbria,42.5636,12.6427
L7,Aziende Sanitarie Locali,ASL/Aziende ospedaliere/Istituti di ricovero/Servizi alla persona,Comunicazioni,Comunicazioni,Oracle,Dbms oracle,PraticheWeb,PraticheWeb,Project,Project,1078,1078,Licenza d'uso,Licenza d'uso,2,Gestione atti deliberativi,5245,Pisa,PI,Toscana,43.7228,10.4017
L7,Aziende Sanitarie Locali,ASL/Aziende ospedaliere/Istituti di ricovero/Servizi alla persona,Salute,Salute,Oracle,Oracle,PRESTAZIONI,Prestazioni,ASL2,ASL2,1866,1866,Proprietà,Proprietaria,1,Gestione Prestazioni regionali,6653,Savona,SV,Liguria,44.2976,8.4645
L7,Aziende Sanitarie Locali,ASL/Aziende ospedaliere/Istituti di ricovero/Servizi alla persona,Salute,Salute,Oracle,Oracle,PREV,PREV,Dedalus,Dedalus,1078,1078,Licenza d'uso,Licenza d'uso,1,Gestione Prevenzione,6653,Savona,SV,Liguria,44.2976,8.4645
L8,"Aziende Ospedaliere, Aziende Ospedaliere Universitarie, Policlinici e Istituti di Ricovero e Cura a Carattere Scientifico Pubblici",ASL/Aziende ospedaliere/Istituti di ricovero/Servizi alla persona,Salute,Salute,Sql Server,Dbms sql server,PRIAMO,Priamo,BCS srl,BCS,1078,1078,Licenza d'uso,Licenza d'uso,2,"Applicativo aziendale per la gestione dei pazienti ambulatoriali, in regime di ricovero o di pronto soccorso; applicativo dipartimentale per la refertazione; applicativo di gestione dei documenti prodotti durante l'iter sanitario dei pazienti (RPY & EPR)",2272,Como,CO,Lombardia,45.8081,9.08518
L8,"Aziende Ospedaliere, Aziende Ospedaliere Universitarie, Policlinici e Istituti di Ricovero e Cura a Carattere Scientifico Pubblici",ASL/Aziende ospedaliere/Istituti di ricovero/Servizi alla persona,Salute,Salute,Oracle,Dbms oracle,PRIAMO,Priamo,BCS srl,BCS,1078,1078,Licenza d'uso,Licenza d'uso,2,"Applicativo aziendale per la gestione dei pazienti ambulatoriali, in regime di ricovero o di pronto soccorso; applicativo dipartimentale per la refertazione; applicativo di gestione dei documenti prodotti durante l'iter sanitario dei pazienti (RPY & EPR)",2272,Como,CO,Lombardia,45.8081,9.08518
L8,"Aziende Ospedaliere, Aziende Ospedaliere Universitarie, Policlinici e Istituti di Ricovero e Cura a Carattere Scientifico Pubblici",ASL/Aziende ospedaliere/Istituti di ricovero/Servizi alla persona,Salute,Salute,Oracle,Dbms oracle,PRIAMO,Priamo,BCS srl,BCS,1078,1078,Licenza d'uso,Licenza d'uso,1,"Applicativo aziendale per la gestione dei pazienti ambulatoriali, in regime di ricovero o di pronto soccorso; applicativo dipartimentale per la refertazione; applicativo di gestione dei documenti prodotti durante l'iter sanitario dei pazienti (RPY & EPR)",2272,Como,CO,Lombardia,45.8081,9.08518
L8,"Aziende Ospedaliere, Aziende Ospedaliere Universitarie, Policlinici e Istituti di Ricovero e Cura a Carattere Scientifico Pubblici",ASL/Aziende ospedaliere/Istituti di ricovero/Servizi alla persona,Salute,Salute,Oracle,Dbms oracle,PRIAMO,Priamo,BCS srl,BCS,1078,1078,Licenza d'uso,Licenza d'uso,1,"Applicativo aziendale per la gestione dei pazienti ambulatoriali, in regime di ricovero o di pronto soccorso; applicativo dipartimentale per la refertazione; applicativo di gestione dei documenti prodotti durante l'iter sanitario dei pazienti (RPY & EPR)",2272,Como,CO,Lombardia,45.8081,9.08518
L8,"Aziende Ospedaliere, Aziende Ospedaliere Universitarie, Policlinici e Istituti di Ricovero e Cura a Carattere Scientifico Pubblici",ASL/Aziende ospedaliere/Istituti di ricovero/Servizi alla persona,Salute,Salute,Oracle,Dbms oracle,PRIAMO,Priamo,BCS srl,BCS,1078,1078,Licenza d'uso,Licenza d'uso,1,"Applicativo aziendale per la gestione dei pazienti ambulatoriali, in regime di ricovero o di pronto soccorso; applicativo dipartimentale per la refertazione; applicativo di gestione dei documenti prodotti durante l'iter sanitario dei pazienti (RPY & EPR)",2272,Como,CO,Lombardia,45.8081,9.08518
L8,"Aziende Ospedaliere, Aziende Ospedaliere Universitarie, Policlinici e Istituti di Ricovero e Cura a Carattere Scientifico Pubblici",ASL/Aziende ospedaliere/Istituti di ricovero/Servizi alla persona,Salute,Salute,Oracle,Dbms oracle,PRIAMO,Priamo,BCS srl,BCS,1078,1078,Licenza d'uso,Licenza d'uso,1,"Applicativo aziendale per la gestione dei pazienti ambulatoriali, in regime di ricovero o di pronto soccorso; applicativo dipartimentale per la refertazione; applicativo di gestione dei documenti prodotti durante l'iter sanitario dei pazienti (RPY & EPR)",2272,Como,CO,Lombardia,45.8081,9.08518
L8,"Aziende Ospedaliere, Aziende Ospedaliere Universitarie, Policlinici e Istituti di Ricovero e Cura a Carattere Scientifico Pubblici",ASL/Aziende ospedaliere/Istituti di ricovero/Servizi alla persona,Salute,Salute,Oracle,Dbms oracle,PRIAMO,Priamo,BCS srl,BCS,1078,1078,Licenza d'uso,Licenza d'uso,1,"Applicativo aziendale per la gestione dei pazienti ambulatoriali, in regime di ricovero o di pronto soccorso; applicativo dipartimentale per la refertazione; applicativo di gestione dei documenti prodotti durante l'iter sanitario dei pazienti (RPY & EPR)",2272,Como,CO,Lombardia,45.8081,9.08518
L8,"Aziende Ospedaliere, Aziende Ospedaliere Universitarie, Policlinici e Istituti di Ricovero e Cura a Carattere Scientifico Pubblici",ASL/Aziende ospedaliere/Istituti di ricovero/Servizi alla persona,Salute,Salute,Oracle,Dbms oracle,PRIAMO,Priamo,BCS srl,BCS,1078,1078,Licenza d'uso,Licenza d'uso,1,"Applicativo aziendale per la gestione dei pazienti ambulatoriali, in regime di ricovero o di pronto soccorso; applicativo dipartimentale per la refertazione; applicativo di gestione dei documenti prodotti durante l'iter sanitario dei pazienti (RPY & EPR)",2272,Como,CO,Lombardia,45.8081,9.08518
L8,"Aziende Ospedaliere, Aziende Ospedaliere Universitarie, Policlinici e Istituti di Ricovero e Cura a Carattere Scientifico Pubblici",ASL/Aziende ospedaliere/Istituti di ricovero/Servizi alla persona,Salute,Salute,Oracle,Dbms oracle,PRIAMO,Priamo,BCS srl,BCS,1078,1078,Licenza d'uso,Licenza d'uso,1,"Applicativo aziendale per la gestione dei pazienti ambulatoriali, in regime di ricovero o di pronto soccorso; applicativo dipartimentale per la refertazione; applicativo di gestione dei documenti prodotti durante l'iter sanitario dei pazienti (RPY & EPR)",2272,Como,CO,Lombardia,45.8081,9.08518
L8,"Aziende Ospedaliere, Aziende Ospedaliere Universitarie, Policlinici e Istituti di Ricovero e Cura a Carattere Scientifico Pubblici",ASL/Aziende ospedaliere/Istituti di ricovero/Servizi alla persona,Salute,Salute,Oracle,Dbms oracle,PRIAMO,Priamo,BCS srl,BCS,1078,1078,Licenza d'uso,Licenza d'uso,1,"Applicativo aziendale per la gestione dei pazienti ambulatoriali, in regime di ricovero o di pronto soccorso; applicativo dipartimentale per la refertazione; applicativo di gestione dei documenti prodotti durante l'iter sanitario dei pazienti (RPY & EPR)",2272,Como,CO,Lombardia,45.8081,9.08518
L8,"Aziende Ospedaliere, Aziende Ospedaliere Universitarie, Policlinici e Istituti di Ricovero e Cura a Carattere Scientifico Pubblici",ASL/Aziende ospedaliere/Istituti di ricovero/Servizi alla persona,Salute,Salute,Oracle,Dbms oracle,PRIAMO,Priamo,BCS srl,BCS,1078,1078,Licenza d'uso,Licenza d'uso,1,"Applicativo aziendale per la gestione dei pazienti ambulatoriali, in regime di ricovero o di pronto soccorso; applicativo dipartimentale per la refertazione; applicativo di gestione dei documenti prodotti durante l'iter sanitario dei pazienti (RPY & EPR)",2272,Como,CO,Lombardia,45.8081,9.08518
L8,"Aziende Ospedaliere, Aziende Ospedaliere Universitarie, Policlinici e Istituti di Ricovero e Cura a Carattere Scientifico Pubblici",ASL/Aziende ospedaliere/Istituti di ricovero/Servizi alla persona,Salute,Salute,Oracle,Dbms oracle,PRIAMO,Priamo,BCS srl,BCS,1078,1078,Licenza d'uso,Licenza d'uso,1,"Applicativo aziendale per la gestione dei pazienti ambulatoriali, in regime di ricovero o di pronto soccorso; applicativo dipartimentale per la refertazione; applicativo di gestione dei documenti prodotti durante l'iter sanitario dei pazienti (RPY & EPR)",2272,Como,CO,Lombardia,45.8081,9.08518
L8,"Aziende Ospedaliere, Aziende Ospedaliere Universitarie, Policlinici e Istituti di Ricovero e Cura a Carattere Scientifico Pubblici",ASL/Aziende ospedaliere/Istituti di ricovero/Servizi alla persona,Salute,Salute,Oracle,Dbms oracle,PRIAMO,Priamo,BCS srl,BCS,1078,1078,Licenza d'uso,Licenza d'uso,1,"Applicativo aziendale per la gestione dei pazienti ambulatoriali, in regime di ricovero o di pronto soccorso; applicativo dipartimentale per la refertazione; applicativo di gestione dei documenti prodotti durante l'iter sanitario dei pazienti (RPY & EPR)",2272,Como,CO,Lombardia,45.8081,9.08518
L8,"Aziende Ospedaliere, Aziende Ospedaliere Universitarie, Policlinici e Istituti di Ricovero e Cura a Carattere Scientifico Pubblici",ASL/Aziende ospedaliere/Istituti di ricovero/Servizi alla persona,Salute,Salute,Oracle,Dbms oracle,Priamo,Priamo,BCS s.r.l.,BCS,1078,1078,Licenza d'uso,Licenza d'uso,1,Sistema di gestione del servizio di Radiologia per la parte amministrativa e di refertazione,6932,Sondrio,SO,Lombardia,46.1699,9.87877
L7,Aziende Sanitarie Locali,ASL/Aziende ospedaliere/Istituti di ricovero/Servizi alla persona,Salute,Salute,PostgreSQL,Postgres,P@RIS,P@RIS,ATSMED s.r.l.,ATSMED,1908,1908,Proprietaria,Proprietaria,1,Gestione immagini radiologiche,2043,Chieri,TO,Piemonte,45.0089,7.82756
L8,"Aziende Ospedaliere, Aziende Ospedaliere Universitarie, Policlinici e Istituti di Ricovero e Cura a Carattere Scientifico Pubblici",ASL/Aziende ospedaliere/Istituti di ricovero/Servizi alla persona,Salute,Salute,Oracle,Oracle,Procedura Ordini,Procedura Ordini,Hidex,Hidex,1628,1628,Nessuna,Nessuna,7,Procedura Ordini,740,Bologna,BO,Emilia Romagna,44.4949,11.3426
L8,"Aziende Ospedaliere, Aziende Ospedaliere Universitarie, Policlinici e Istituti di Ricovero e Cura a Carattere Scientifico Pubblici",ASL/Aziende ospedaliere/Istituti di ricovero/Servizi alla persona,Salute,Salute,Oracle,Oracle,Procedura Ordini,Procedura Ordini,Hidex,Hidex,1628,1628,Nessuna,Nessuna,7,Procedura Ordini,740,Bologna,BO,Emilia Romagna,44.4949,11.3426
L8,"Aziende Ospedaliere, Aziende Ospedaliere Universitarie, Policlinici e Istituti di Ricovero e Cura a Carattere Scientifico Pubblici",ASL/Aziende ospedaliere/Istituti di ricovero/Servizi alla persona,Bilancio,Bilancio,Oracle,Dbms oracle,Procedura ordini Hidex,Procedura ordini Hidex,Hidex,Hidex,1628,1628,Nessuna,Nessuna,1,procedura ordini e magazzino,740,Bologna,BO,Emilia Romagna,44.4949,11.3426
L7,Aziende Sanitarie Locali,ASL/Aziende ospedaliere/Istituti di ricovero/Servizi alla persona,Salute,Salute,Oracle,Oracle,Procedure EID Sociale Usl Umbria2,Procedure EID Sociale Usl Umbria2,EID,EID,1078,1078,Licenza d'uso,Licenza d'uso,1,"Contabilità generale e bilancio, Costi, Fatturazione attiva, Ordini, bilancio",7169,Terni,TR,Umbria,42.5636,12.6427
L7,Aziende Sanitarie Locali,ASL/Aziende ospedaliere/Istituti di ricovero/Servizi alla persona,Sistema Gestione Protocollo aziendale,Sistema Gestione Protocollo aziendale,MySql,Dbms mysql,Progenius,Progenius,Segesta S.R.L.,Segesta,1078,1078,Licenza d'uso,Licenza d'uso,1,Applicativo per la gestione del Protocollo Informatico Aziendale,7218,Tivoli,RM,Lazio,41.9598,12.8022
L7,Aziende Sanitarie Locali,ASL/Aziende ospedaliere/Istituti di ricovero/Servizi alla persona,Salute,Salute,PostgreSQL,Postgres,Prometeo,Prometeo,Siemens,Siemens,1078,1078,Licenza d'uso,Licenza d'uso,1,Gestione Terapia Anticoagulante Trasfusionale,1454,Casale Monferrato,AL,Piemonte,45.1316,8.4505
L8,"Aziende Ospedaliere, Aziende Ospedaliere Universitarie, Policlinici e Istituti di Ricovero e Cura a Carattere Scientifico Pubblici",ASL/Aziende ospedaliere/Istituti di ricovero/Servizi alla persona,Salute,Salute,Sql Server,Sql server,Pronto Socc,Pronto Socc,Cannata Andrea,Cannata Andrea,1628,1628,Nessuna,Nessuna,1,Gestione lista accesso ricoveri,7169,Terni,TR,Umbria,42.5636,12.6427
L8,"Aziende Ospedaliere, Aziende Ospedaliere Universitarie, Policlinici e Istituti di Ricovero e Cura a Carattere Scientifico Pubblici",ASL/Aziende ospedaliere/Istituti di ricovero/Servizi alla persona,Salute,Salute,Oracle,Dbms oracle,Pronto Soccorso,Pronto soccorso,Data processing,Data processing,1078,1078,Licenza d'uso,Licenza d'uso,1,"Accessi di PS, triage, consulenze specialistiche e dimissione",3803,Mantova,MN,Lombardia,45.1564,10.7914
L7,Aziende Sanitarie Locali,ASL/Aziende ospedaliere/Istituti di ricovero/Servizi alla persona,Salute,Salute,Ms sql,Ms-sql,Prosafe,Prosafe,Istituto Mario Negri,Istituto Mario Negri,1078,1078,Licenza d'uso,Licenza d'uso,1,Gestione Donatori d'organi,1454,Casale Monferrato,AL,Piemonte,45.1316,8.4505
