codice_tipologia,provincia,regione,soggetto,formato,prodotto,produttore
L34,TN,Trentino Alto Adige,Bilancio,Firebird,Inventario beni,Cba informatica
L34,MB,Lombardia,Bilancio,Firebird,Inventario beni,Cba informatica
L34,TN,Trentino Alto Adige,Bilancio,Firebird,Inventario beni,Cba informatica
L34,RA,Emilia Romagna,Bilancio,Firebird,Inventario beni,Cba informatica
L34,TN,Trentino Alto Adige,Bilancio,Firebird,Inventario beni,Cba informatica
L34,FE,Emilia Romagna,Bilancio,Firebord,Inventario beni,Cba informatica
L34,TN,Trentino Alto Adige,Bilancio,Firebird,Inventario beni,Cba informatica
L34,VR,Veneto,Salute,Microsoft SQL Server,"Inventario beni, cespiti e manutenzioni",Esakon snc
L34,VI,Veneto,Bilancio,Microsoft SQL Server,"Inventario beni, cespiti e manutenzioni",Esakon snc
L34,PC,Emilia Romagna,Salute,Microsoft SQL Server,"Inventario beni, cespiti e manutenzioni",Esakon snc
L34,VE,Veneto,Salute,Microsoft SQL Server,"Inventario beni, cespiti e manutenzioni",Esakon snc
L7,PG,Umbria,Salute,Mysql,IONIO,Azienda USL Umbria 1
L7,MI,Lombardia,Salute,Oracle,Ippocrate,GPI
L7,TO,Piemonte,Salute,Oracle,Ippocrate,GPI s.p.a.
L7,TO,Piemonte,Salute,Cache,Ippocrate,GPI s.p.a.
L8,SO,Lombardia,Salute,Oracle,Ippocrate Anagrafe,GPI
L8,SO,Lombardia,Salute,Oracle,Ippocrate Cartelle,GPI
L8,SO,Lombardia,Salute,Oracle,Ippocrate DEA,GPI
L8,SO,Lombardia,Salute,Oracle,Ippocrate Richieste,GPI
L7,AQ,Abruzzo,Salute,Oracle,IRIDE,Engineering
L7,MI,Lombardia,Salute,Sql,Iride web,Maggioli
L7,MI,Lombardia,Salute,Sql,Iride web,Maggioli
L7,CN,Piemonte,Salute,Oracle,IRIS,Mondo edp
L7,AO,Valle D'Aosta,Lavoro,Oracle,Irisweb,Mondo edp
L7,AO,Valle D'Aosta,Lavoro,Oracle,IrisWin,Mondo edp
L7,TO,Piemonte,Altro: specificare Gestione Personale,Oracle,IrisWin,Mondo edp s.r.l.
L8,SO,Lombardia,Gestione Personale dipendente,Oracle,IrisWin,Mondo EDP S.r.l Cuneo
L8,BA,Puglia,Lavoro,Oracle,IrisWin,Mondo edp
L8,CR,Lombardia,Salute,Microsoft SQL Server,ISite,PHILIPS  S.p.A.
L8,MI,Lombardia,Salute,Oracle,Isolabella,Praezision life
L7,BS,Lombardia,Salute,Microsoft SQL Server,Isolabella,Praezision life
L8,BS,Lombardia,Salute,Oracle,Isolabella,Praezision life
L7,BS,Lombardia,Salute,Oracle,Isolabella,Praezision life
L7,BS,Lombardia,Salute,Oracle,Isolabella,Praezision life
L8,BG,Lombardia,Salute,Oracle,Isolabella,Praezision life
L7,MN,Lombardia,Salute,Microsoft SQL Server,Isolabella,Praezision life
L7,CR,Lombardia,Salute,Microsoft SQL Server,Isolabella,Praezision Srl - Bodio Lomnago (VA)
L7,MI,Lombardia,Salute,Microsoft SQL Server,Isolabella/Soldanella,Praezision life
L7,PD,Veneto,Salute,Oracle,ITEASY,Iteasy di P. Soranzo & C. s.n.c.
L7,TE,Abruzzo,Altro:personale,Oracle,JEnte,Infor
L7,TE,Abruzzo,Altro:personale,Oracle,JEnte,Infor
L8,CZ,Calabria,Gestione documentale,Microsoft SQL Server,JEnte,Infor
L7,TE,Abruzzo,Altro:personale,Oracle,JEnte,Infor
L8,PR,Emilia Romagna,Infrastrutture,Oracle,Jmetis,Consorzio Metis
L34,VE,Veneto,Salute,Oracle,Jobtime,Infoline
L8,VA,Lombardia,Lavoro,Oracle,Jobtime,Infoline
L7,BO,Emilia Romagna,Salute,Oracle,Jobtime,Infoline
L7,PI,Toscana,Personale,Oracle,Jobtime,Infoline
L8,MI,Lombardia,Salute,Oracle,Jobtime,Infoline
L7,VA,Lombardia,Salute,Oracle,Jobtime,Infoline
L8,PR,Emilia Romagna,Lavoro,Oracle,JobTime - Stato di Servizio,Info line S.r.l.
L7,MI,Lombardia,Salute,Oracle. La base dati è in outsourcing,JSIPE,Santer Reply
L8,PZ,Basilicata,Comunicazioni,Mysql,Kaistar,Regione Basilicata
L7,CR,Lombardia,Amministrazione,Microsoft SQL Server,Karin,Sistemaintranet.com Snc - Porto Mantovano (MN)
L7,PG,Umbria,Salute,Oracle,Keyfor Formazione,KEYFOR S.r.l.
L7,PI,Toscana,Bilancio,Oracle,Khalix,Dedalus
L7,BZ,Trentino Alto Adige,Salute,Oracle,KIS,Medarchiver
L7,PI,Toscana,Salute,Oracle,Kosmos,Dedalus
L7,PI,Toscana,Salute,Microsoft SQL Server,Kovis,Kodac
L7,PI,Toscana,Salute,Microsoft SQL Server,Kovis,Kodac
L7,BZ,Trentino Alto Adige,Salute,Oracle,KY2HELP (OnlineSupport),KYBERNA
L7,CI,Sardegna,Salute,Oracle,Laboratorio Analisi,Service Life S.r.l.
L7,CR,Lombardia,Salute,Microsoft SQL Server,Lamiacittà Servizi SocioSanitari,Progetti di Impresa srl - Modena
L7,BZ,Trentino Alto Adige,Salute,Oracle,LANDESK,LANDESK
L7,VA,Lombardia,Salute,Microsoft SQL Server,Lapis Legale,Alder srl
L34,VE,Veneto,Trasparenza,Microsoft SQL Server,Lapisweb,Alder srl
L7,TO,Piemonte,Salute,Oracle,Lapisweb,Alder srl
L7,RO,Veneto,Salute,Oracle,LARES,GPI
L7,BO,Emilia Romagna,Salute,Oracle,LAT,Data processing
L7,TR,Umbria,Salute,Microsoft SQL Server,Legal Archive,IFIN Sistemi Srl
L7,AO,Valle D'Aosta,Salute,Cache,Leonardo,CIC scrl
L7,TO,Piemonte,Salute,Oracle,Lettera di dimissione ospedaliera,ASL TO5
L7,PT,Toscana,Salute,Oracle,LHA,Dedalus
L7,BO,Emilia Romagna,Salute,Microsoft SQL Server,Libranet,Infocert
L7,CR,Lombardia,Salute,Oracle,Lims,Polisystem Informatica Srl - Rovigo
L7,PI,Toscana,Salute,Microsoft SQL Server,LifeCall,Gruppo Informatico
L7,LU,Toscana,Salute,Oracle,LIS,Dedalus
L8,GE,Liguria,Salute,Oracle,LIS,Licenza d'uso
L7,TR,Umbria,Salute,Oracle,LIS,Siemens
L7,TR,Umbria,Salute,Oracle,LIS,Siemens
L7,RO,Veneto,Salute,Oracle,LISA AMBULATORIALE,Insiel mercato
L7,RO,Veneto,Salute,Oracle,LISA CLINICO,Insiel mercato
L7,RO,Veneto,Salute,Oracle,LISA SALE OPERATORIE,Insiel mercato
L34,MB,Lombardia,Previdenza e assistenza,Firebird,LISTA D'ATTESA,Cba informatica
L34,VI,Veneto,Previdenza e assistenza,Firebird,LISTE DI ATTESA,Cba informatica
L7,TR,Umbria,Salute,Mysql,Liste operatorie,AUSL Umbria 2
L7,AQ,Abruzzo,Salute,Mysql,Log80,Loccioni
L7,PG,Umbria,Salute,Mysql,LOGIX gestione nati,Logix
L8,RC,Calabria,Salute,Microsoft SQL Server,LURTO,Cooperativa E.D.P. La Traccia - Matera
L7,AQ,Abruzzo,Salute,Microsoft SQL Server,LURTO,La Traccia
L8,MI,Lombardia,Altro: gestione Risorse Umane,Oracle,Maestro,Windex di Verona
L7,TE,Abruzzo,Altro: amministrazione,DB2 AS/400,MAG01,Iasi s.rl.
L34,VI,Veneto,Bilancio,Firebird,Magazzino,Cba informatica
L34,TV,Veneto,Altro: gestione magazzino e approvvigionamenti dell'Ente,Firebird,Magazzino,Cba informatica
L34,VR,Veneto,Bilancio,Firebird,Magazzino,Cba informatica
L34,VI,Veneto,Bilancio,Firebird,Magazzino,Cba informatica
L34,TN,Trentino Alto Adige,Bilancio,Firebird,Magazzino,Cba informatica
C7,TO,Piemonte,Bilancio,Firebird,Magazzino,Cba informatica
L34,TV,Veneto,Bilancio,Firebird,Magazzino,Cba informatica
L34,TN,Trentino Alto Adige,Bilancio,Firebird,Magazzino,Cba informatica
L34,MO,Emilia Romagna,Bilancio,Firebird,Magazzino,Cba informatica
L34,VR,Veneto,Bilancio,Firebird,Magazzino,Cba informatica
L34,RO,Veneto,Bilancio,Firebird,Magazzino,Cba informatica
L34,VR,Veneto,Bilancio,Firebird,Magazzino,Cba informatica
L34,PR,Emilia Romagna,Bilancio,Firebird,Magazzino,Cba informatica
L34,TN,Trentino Alto Adige,Bilancio,Firebird,Magazzino,Cba informatica
L34,PD,Veneto,Bilancio,Firebird,Magazzino,Cba informatica
L34,VI,Veneto,Bilancio,Firebird,Magazzino,Cba informatica
L34,VI,Veneto,Bilancio,Firebird,Magazzino,Cba informatica
L34,PN,Friuli Venezia Giulia,Bilancio,Firebird,Magazzino,Cba informatica
L34,TV,Veneto,Bilancio,Firebird,Magazzino,Cba informatica
L34,IM,Liguria,Bilancio,Firebird,Magazzino,Cba informatica
L34,VI,Veneto,Bilancio,Firebird,Magazzino,Cba informatica
L34,PD,Veneto,Bilancio,Firebird,Magazzino,Cba informatica
L34,VR,Veneto,Bilancio,Firebird,Magazzino,Cba informatica
L34,RA,Emilia Romagna,Bilancio,Firebird,Magazzino,Cba informatica
L34,VI,Veneto,Bilancio,Firebird,Magazzino,Cba informatica
L34,BL,Veneto,Bilancio,Firebird,Magazzino,Cba informatica
L34,VI,Veneto,Bilancio,Firebird,Magazzino,Cba informatica
L34,TV,Veneto,Bilancio,Firebird,Magazzino,Cba informatica
L34,TN,Trentino Alto Adige,Bilancio,Firebird,Magazzino,Cba informatica
L34,PD,Veneto,Bilancio,Firebird,Magazzino,Cba informatica
L34,RE,Emilia Romagna,Bilancio,Firebird,Magazzino,Cba informatica
L34,VE,Veneto,Bilancio,Firebird,Magazzino,Cba informatica
L34,TN,Trentino Alto Adige,Bilancio,Firebird,Magazzino,Cba informatica
C7,PD,Veneto,Bilancio,Firebird,Magazzino,Cba informatica
L34,UD,Friuli Venezia Giulia,Bilancio,Firebird,Magazzino,Cba informatica
L34,PD,Veneto,Bilancio,Firebird,Magazzino,Cba informatica
L34,TN,Trentino Alto Adige,Bilancio,Firebird,Magazzino,Cba informatica
L34,FE,Emilia Romagna,Bilancio,Firebird,Magazzino,Cba informatica
C7,TO,Piemonte,Bilancio,Firebird,Magazzino,Cba informatica
L34,TN,Trentino Alto Adige,Bilancio,Firebird,Magazzino,Cba informatica
L34,UD,Friuli Venezia Giulia,Bilancio,Firebird,Magazzino,Cba informatica
L34,RE,Emilia Romagna,Bilancio,Firebird,Magazzino,Cba informatica
L34,TN,Trentino Alto Adige,Bilancio,Firebird,Magazzino,Cba informatica
L34,MO,Emilia Romagna,Bilancio,Firebird,Magazzino,Cba informatica
L34,BO,Emilia Romagna,Bilancio,Firebird,Magazzino,Cba informatica
L34,MO,Emilia Romagna,Bilancio,Firebird,Magazzino,Cba informatica
L34,FC,Emilia Romagna,Bilancio,Firebird,Magazzino,Cba informatica
L34,TN,Trentino Alto Adige,Bilancio,Firebird,Magazzino,Cba informatica
L34,TN,Trentino Alto Adige,Bilancio,Firebird,Magazzino,Cba informatica
L34,MB,Lombardia,Bilancio,Firebird,Magazzino,Cba informatica
L34,RE,Emilia Romagna,Bilancio,Firebird,Magazzino,Cba informatica
L34,TS,Friuli Venezia Giulia,Bilancio,Firebird,Magazzino,Cba informatica
L34,TN,Trentino Alto Adige,Bilancio,Firebird,Magazzino,Cba informatica
L34,BO,Emilia Romagna,Bilancio,Firebird,Magazzino,Cba informatica
L34,UD,Friuli Venezia Giulia,Bilancio,Firebird,Magazzino,Cba informatica
L34,TN,Trentino Alto Adige,Bilancio,Firebird,Magazzino,Cba informatica
L34,FE,Emilia Romagna,Bilancio,Firebord,Magazzino,Cba informatica
L8,MN,Lombardia,Salute,Oracle,Magazzino,Data processing
L8,BG,Lombardia,Salute,Oracle,Magazzino,Data processing
L8,MB,Lombardia,Salute,Oracle,Magazzino,Data processing
L7,AL,Piemonte,Salute,DB2 AS/400,Magazzino,Dedalus
L34,PC,Emilia Romagna,Salute,Microsoft SQL Server,Magazzino,Esakon snc
L34,VR,Veneto,Salute,Microsoft SQL Server,Magazzino,Esakon snc
L34,VE,Veneto,Salute,Microsoft SQL Server,Magazzino,Esakon snc
L7,PZ,Basilicata,Salute,Oracle,Magellano,Software Team
L7,PZ,Basilicata,Salute,Oracle,Magellano,Software Team
L7,MN,Lombardia,Salute,Oracle,Magellano,SOFTWARE TEAM S.r.l.
L7,MN,Lombardia,Salute,Microsoft SQL Server,MAIA INTRANET,SISTEMAINTRANET.COM S.n.c.
L8,CO,Lombardia,Salute,Oracle,Margherita 3,GiViTi
L8,CO,Lombardia,Salute,Oracle,Margherita 3,GiViTi
L8,CO,Lombardia,Salute,Dbms Postgres,Margherita 3,GiViTi
L8,CO,Lombardia,Salute,Oracle,Margherita 3,GiViTi
L7,AL,Piemonte,Salute,Postgresql,Margherita TRE,Istituto Mario Negri
L7,LU,Toscana,Salute,Oracle,MDB,Engineering
L7,VA,Lombardia,Salute,Microsoft SQL Server,MDL,InITEC Internet & Information Technology Consulting
L7,AO,Valle D'Aosta,Lavoro,Postgresql,Me4RT,Medas
L7,BZ,Trentino Alto Adige,Salute,Oracle,MEDARCHIVER,Medarchiver
L8,PZ,Basilicata,Salute,Microsoft SQL Server,Media Production,Ebit Aet
L8,MI,Lombardia,Salute,Oracle,Medical Tutorial,A.O. Niguarda Ca Granda
L7,PG,Umbria,Salute,Mysql,Medicina sportiva,Azienda USL Umbria 1
L7,TR,Umbria,Salute,Microsoft SQL Server,Medioscopio,Nike srl
L7,OR,Sardegna,Salute,Oracle,Medir,"RTI (Engineering.mo, AICOF, CGM)"
L7,OG,Sardegna,Salute,Oracle,Medir,"RTI (Engineering.mo, AICOF, CGM)"
L7,VS,Sardegna,Salute,Oracle,Medir,"RTI (Engineering.mo, AICOF, CGM)"
L7,SS,Sardegna,Salute,Oracle,Medir,"RTI (Engineering.mo, AICOF, CGM)"
L7,CI,Sardegna,Salute,Oracle,Medir,"RTI (Engineering.mo, AICOF, CGM)"
L7,OT,Sardegna,Salute,Oracle,Medir,"RTI (Engineering.mo, AICOF, CGM)"
L7,CA,Sardegna,Salute,Oracle,Medir,"RTI (Engineering.mo, AICOF, CGM)"
L8,CR,Lombardia,Salute,Firebird,Mediscopio 2000,Nike srl
L7,FE,Emilia Romagna,Salute,MSSQL2005,MedsOffice - Agenda / GastroWeb,Dedalus
L8,CR,Lombardia,Salute,Microsoft SQL Server,Medware,Sined
L7,BZ,Trentino Alto Adige,Salute,Microsoft SQL Server,Medware,Sined
L7,BI,Piemonte,Salute,Microsoft SQL Server,Medware,Sined
L7,TE,Abruzzo,Salute,Microsoft SQL Server,Medware,Sined s.r.l.
L34,VI,Veneto,Economato,Firebird,MENU' E PASTI,Cba informatica
L7,BO,Emilia Romagna,Salute,Oracle,Mercurio,Noemalife
L7,PZ,Basilicata,Salute,Oracle,Mercurio,Software Team
L7,PZ,Basilicata,Salute,Oracle,Mercurio,Software Team
L34,PD,Veneto,Lavoro,Sql,MESSAGGISTICA SITO,GENERALSOFT S.r.l.
L7,PT,Toscana,Salute,Oracle,Metis,Consorzio Metis
L8,PR,Emilia Romagna,Lavoro,Oracle,Metis - Dosimetria,Consorzio Metis
L34,VI,Veneto,Bilancio,Microsoft SQL Server,Metodo Evolus,Metodo S.p.A.
L34,RE,Emilia Romagna,Bilancio,Microsoft SQL Server,Metodo Evolus,Metodo S.p.A.
L34,VI,Veneto,Bilancio,Microsoft SQL Server,Metodo Evolus,Metodo S.p.A.
L34,RE,Emilia Romagna,Bilancio,Microsoft SQL Server,Metodo Evolus,Metodo S.p.A.
L7,AO,Valle D'Aosta,Lavoro,Postgresql,MeViewer,Medas
L7,RO,Veneto,Salute,Oracle,MFP,Ciditech
L7,VA,Lombardia,Salute,Microsoft SQL Server,MFP,Ciditech
L7,BS,Lombardia,Salute,Sql,MFP,Ciditech
L7,LO,Lombardia,Salute,Microsoft SQL Server,MFP5,Ciditech
L7,BS,Lombardia,Salute,Sql,MFP-DISABILI,Ciditech
L7,CR,Lombardia,Salute,Microsoft SQL Server,Mfp - Serd,CIDITECH Srl - Vigasio (VR)
L7,MN,Lombardia,Bilancio,Microsoft SQL Server,Microsoft Dynamics Nav 2009 R2,EID s.r.l.
L34,TV,Veneto,Lavoro,Sql,Microsoft Outlook,Microsoft
L8,MI,Lombardia,Ricerca e innovazione,Mysql,Mild,Istituto Nazionale Tumori Milano
L8,PR,Emilia Romagna,Salute,Oracle,Millennium,A. Menarini Diagnostics
L34,PD,Veneto,Salute,Sybase,Millewin,Millenium srl
L34,PD,Veneto,Salute,Microsoft SQL Server,Millewin,Millenium srl
L34,TN,Trentino Alto Adige,Salute,Sybase,Millewin,Millennium S.r.l. Gruppo Dedalus
L7,AQ,Abruzzo,Salute,Oracle,MIR-BO,M.I.R.
L7,MN,Lombardia,Salute,Firebird,MKT,MKT S.r.l.
L8,PZ,Basilicata,Lavoro,Oracle,MOD 770,Publisys S.p.A
L34,TV,Veneto,Lavoro,Firebird,MOD 770,Cba informatica
L34,PD,Veneto,Lavoro,Firebird,MOD 770,Cba informatica
L34,PD,Veneto,Lavoro,Firebird,Modello 770,Cba informatica
L7,PI,Toscana,Salute,Oracle,MoDs,Dedalus
L8,CZ,Calabria,Protocollo informatico,Oracle,Modulab,Instrumentation Laboratory
L7,LO,Lombardia,Salute,Oracle,Modulo impiantistica,Avelco
L7,LO,Lombardia,Salute,Oracle,Modulo Medicina Preventiva delle Comunità,Avelco
L7,LO,Lombardia,Salute,Oracle,Modulo PSAL,Avelco
L7,LO,Lombardia,Contabilità,Oracle,Modulo RDA WEB,Santer Reply
L7,LO,Lombardia,Salute,Oracle,Modulo SIAN,Avelco
L7,TR,Umbria,Salute,Microsoft access,Monitoraggio prescrizioni,Goodmen
L7,MI,Lombardia,Salute,Mysql,Mortalità,ASL Milano 1
L8,MI,Lombardia,Salute,Microsoft SQL Server,Mosaic,Elekta
L8,TR,Umbria,Salute,Microsoft SQL Server,Mosaiq,Elekta
L7,LO,Lombardia,Salute,Oracle,MP SOLUTION,DSP
L8,CR,Lombardia,Salute,Oracle,MP SOLUTION,DSP srl
L7,AL,Piemonte,Salute,Microsoft SQL Server,MOW,Dedalus
L7,AL,Piemonte,Salute,Microsoft SQL Server,MOW,Dedalus
L8,PV,Lombardia,Salute,Oracle,MP SOLUTION,DSP
L8,GE,Liguria,Salute,Oracle,MrYOU,Artexe SpA
L8,GE,Liguria,Altro: gestione accessi,Microsoft SQL Server,MrYOU,Artexe SpA
L7,MI,Lombardia,Altro: amministrazione,File system,MS File Share,Microsoft Italia Srl
L7,MI,Lombardia,Salute,Sql,MTS Web,Invisiblefarm
L7,FE,Emilia Romagna,Salute,Oracle,MyAliseo,Windex
L8,MI,Lombardia,Altro: gestione Risorse Umane,Oracle,MyAliseo,Windex di Verona
L8,CR,Lombardia,Salute,Oracle,MyAliseo,Windex
L7,FE,Emilia Romagna,Salute,Oracle,Mysanità,Delta informatica
L7,VB,Piemonte,Salute,Microsoft SQL Server,MyStar,MetaDieta
L7,AL,Piemonte,Salute,Microsoft SQL Server,MyStar,Meteda
L7,BO,Emilia Romagna,Salute,Microsoft SQL Server,MyStar,Meteda
L8,MB,Lombardia,Salute,Oracle,MyStar,"METEDA Via Silvio Pellico, 4 63074 San Benedetto del Tr. (AP)"
L8,CR,Lombardia,Salute,Microsoft SQL Server,MyStarConnect,Meteda
L7,BS,Lombardia,Salute,Microsoft SQL Server,MyStarConnect,Meteda
L8,PR,Emilia Romagna,Salute,Microsoft SQL Server,MyStarConnect,Meteda
L8,CO,Lombardia,Salute,Oracle,MyStarConnect,Meteda
L8,CO,Lombardia,Salute,Oracle,MyStarConnect,Meteda
L8,CO,Lombardia,Salute,Oracle,MyStarConnect,Meteda
L8,CO,Lombardia,Salute,Oracle,MyStarConnect,Meteda
L8,MI,Lombardia,Salute,Microsoft SQL Server,MyStarConnect,Meteda
L7,AQ,Abruzzo,Salute,Microsoft SQL Server,MyStart,Meteda
L8,CR,Lombardia,Salute,Oracle,NEFRO,Lombardia informatica
L8,BA,Puglia,Salute,Mysql,NEMO,IMPECO S.P.A
L8,BA,Puglia,Salute,Mysql,NEMO,IMPECO S.P.A
L7,MI,Lombardia,Altro: amministrazione,File PDF e txt,Nessuno,Nessuno
L7,BI,Piemonte,Salute,Microsoft SQL Server,Netcare,Healtware
L7,BI,Piemonte,Salute,Microsoft SQL Server,Netcare,Healtware
L7,CN,Piemonte,Bilancio,Oracle,NFS,Dedalus
L8,CN,Piemonte,Bilancio,Oracle,NFS,Dedalus
L7,LU,Toscana,Bilancio,Oracle,NFS,Dedalus
L7,PI,Toscana,Bilancio,Oracle,NFS,Dedalus
L8,BS,Lombardia,Salute,Oracle,NFS,Dedalus
L7,PD,Veneto,Bilancio,Oracle,NFS,Dedalus
L7,RO,Veneto,Bilancio,Oracle,NFS/Logistica,Dedalus
L34,TN,Trentino Alto Adige,Previdenza e assistenza,Firebird,NSIS_PAT,Cba informatica
L8,PR,Emilia Romagna,Salute,Oracle,O3 - Infettivi,Solinfo s.r.l.
L8,PR,Emilia Romagna,Salute,Oracle,O3 - Microbiologia,Solinfo s.r.l.
L8,GE,Liguria,Bilancio,Oracle,OASI,S.D.G. srl
L8,GE,Liguria,Lavoro,Oracle,OASI,S.D.G. srl
L8,MI,Lombardia,Salute,Oracle,OEPR,Engineering
L7,PI,Toscana,Bilancio,Oracle,Oliam,Engineering
L7,BO,Emilia Romagna,Salute,Oracle,Oliamm,Engineering
L7,AQ,Abruzzo,Bilancio,Oracle,Oliamm,Engineering
L8,MI,Lombardia,Salute,Oracle,Oliamm,Engineering
L7,VA,Lombardia,Salute,Oracle,Oliamm,Engineering
L8,MI,Lombardia,Salute,Oracle,Oliamm,Engineering
L8,SO,Lombardia,Gestione amministrativo-contabile,Oracle,Oliamm,Engineering
L7,BI,Piemonte,Salute,Oracle,Oliamm,Engineering
L7,TO,Piemonte,Altro: specificare : Gestione contabilità pubblica,Oracle,Oliamm,Engineering
L8,GE,Liguria,Salute,Oracle,Oliamm,Licenza d'uso
L8,CR,Lombardia,Salute,Oracle,OmaWeb,Dedalus
L7,MI,Lombardia,Altro: amministrazione,Sybase,Omni Touch 8450 Fax Server,Alcaltel- Lucent Italia Spa
L7,MI,Lombardia,Altro: amministrazione,DBMS Sql Anywhere,OmniVista 4760,Alcaltel- Lucent Italia Spa
L8,MI,Lombardia,Salute,Oracle,OM - Order Manager,Lombardia informatica
L8,CO,Lombardia,Salute,Oracle,OM - Order Manager,Lombardia informatica
L8,MI,Lombardia,Salute,Oracle,OM - Order Manager,Lombardia informatica
L7,BS,Lombardia,Salute,Oracle,OM - Order Manager,Lombardia informatica
L8,MI,Lombardia,Salute,Oracle,OM - Order Manager,Lombardia informatica
L8,BG,Lombardia,Salute,Oracle,OM - Order Manager,Lombardia informatica
L7,BS,Lombardia,Salute,Oracle,OM - Order Manager,Lombardia informatica
L8,BS,Lombardia,Salute,Oracle,OM - Order Manager,Lombardia informatica
L7,MB,Lombardia,Salute,Oracle,OM - Order Manager,Lombardia informatica
L8,VA,Lombardia,Salute,Oracle,OM - Order Manager,Lombardia informatica
L7,LO,Lombardia,Salute,Oracle,OM - Order Manager,Lombardia informatica
L8,LO,Lombardia,Salute,Oracle,OM - Order Manager,Lombardia informatica
L7,LC,Lombardia,Salute,Oracle,OM - Order Manager,Lombardia informatica
L8,LC,Lombardia,Salute,Oracle,OM - Order Manager,Lombardia informatica
L7,MN,Lombardia,Salute,Oracle,OM - Order Manager,Lombardia informatica
L7,CR,Lombardia,Salute,Oracle,OM - Order Manager,Lombardia informatica
L7,MI,Lombardia,Salute,Oracle,OM - Order Manager,Lombardia informatica
L8,CR,Lombardia,Salute,Oracle,OM - Order Manager,Lombardia informatica
L7,SO,Lombardia,Salute,Oracle,OM - Order Manager,Lombardia informatica
L8,MB,Lombardia,Salute,Oracle,OM - Order Manager,Lombardia informatica
L8,MI,Lombardia,Salute,Oracle,OM - Order Manager,Lombardia informatica
L8,MI,Lombardia,Salute,Oracle,OM - Order Manager,Lombardia informatica
L8,MI,Lombardia,Salute,Oracle,OM - Order Manager_x000D_,Lombardia informatica
L8,SO,Lombardia,Salute,Oracle,OM - Order Manager_x000D_,Lombardia informatica
L7,BO,Emilia Romagna,Salute,Oracle,On-amb,Onit
L8,TR,Umbria,Salute,Microsoft SQL Server,Oncol,Cannata Andrea
L8,BS,Lombardia,Salute,Oracle,Oncosys,MTT-pro S.r.l.
L8,GE,Liguria,Salute,Oracle,Oncosys,Noemalife
C7,PD,Veneto,Trasparenza,Microsoft SQL Server,ONE33,Robyone s.r.l.
C7,PD,Veneto,Trasparenza,Microsoft SQL Server,ONE69,Robyone s.r.l.
L7,SV,Liguria,Salute,Oracle,ONESYS,ASL2
L7,RO,Veneto,Salute,Oracle,ONVAC,Gruppo SW Regionale
L8,MI,Lombardia,Salute,Oracle,OPENLIS,Engineering
L8,RC,Calabria,Salute,Oracle,OpenLis Laboratorio Analisi,Engineering
L8,MI,Lombardia,Altro: gestione documentale,Oracle,Openwork,NordCom S.p.A.
L8,BO,Emilia Romagna,Trasparenza,Oracle,Openwork,NSI Nier Soluzioni Informatiche
L8,MI,Lombardia,Salute,Microsoft SQL Server,OpenWorks,NORDCOM
L7,BS,Lombardia,Salute,Oracle,OPRWEB,Hitech S.p.A.
L7,BS,Lombardia,Salute,Oracle,OPRWEB,Hitech S.p.A.
L7,BS,Lombardia,Salute,Oracle,OPRWEB,Hitech S.p.A.
L8,CR,Lombardia,Salute,Oracle,Oracle Applications,Oracle
L7,MI,Lombardia,Altro: amministrazione,Oracle,Oracle eBusiness Suite,Oracle Italia Srl
L7,MI,Lombardia,Salute,Oracle,Oracle ERP,"Oracle, con personalizzazioni di Santer Reply"
L7,BS,Lombardia,Bilancio,Oracle,Oracolo,Oslo srl
L8,SO,Lombardia,Bilancio,Oracle,Oracolo,Oslo Srl - Milano
L8,BO,Emilia Romagna,Salute,Microsoft SQL Server,ORAnJ,UMS
L8,CR,Lombardia,Salute,Oracle,OrderEntry,Engineering
L8,PV,Lombardia,Salute,Oracle,OrderEntry,Engineering
L7,VE,Veneto,Salute,Oracle,OrderEntry,Insiel mercato
L7,RO,Veneto,Salute,Oracle,OrderEntry,Insiel mercato
C7,PD,Veneto,Bilancio,Firebird,Ordini,Cba informatica
L34,VR,Veneto,Bilancio,Firebird,Ordini,Cba informatica
L34,UD,Friuli Venezia Giulia,Bilancio,Firebird,Ordini,Cba informatica
L34,VI,Veneto,Bilancio,Firebird,Ordini,Cba informatica
L34,TN,Trentino Alto Adige,Bilancio,Firebird,Ordini,Cba informatica
L34,VE,Veneto,Salute,Microsoft SQL Server,Ordini a fornitori e ordini interni,Esakon snc
L34,TV,Veneto,Altro: gestione magazzino e approvvigionamenti dell'Ente,Firebird,Ordini fornitori,Cba informatica
L34,VR,Veneto,Bilancio,Firebird,Ordini fornitori,Cba informatica
L34,TN,Trentino Alto Adige,Bilancio,Firebird,Ordini fornitori,Cba informatica
L34,VI,Veneto,Bilancio,Firebird,Ordini fornitori,Cba informatica
L34,VI,Veneto,Bilancio,Firebird,Ordini fornitori,Cba informatica
L34,TN,Trentino Alto Adige,Bilancio,Firebird,Ordini fornitori,Cba informatica
L34,VI,Veneto,Economato,Firebird,Ordini fornitori,Cba informatica
L34,VI,Veneto,Bilancio,Firebird,Ordini fornitori,Cba informatica
L34,BL,Veneto,Bilancio,Firebird,Ordini fornitori,Cba informatica
L34,PD,Veneto,Bilancio,Firebird,Ordini fornitori,Cba informatica
L34,RA,Emilia Romagna,Bilancio,Firebird,Ordini fornitori,Cba informatica
L34,RE,Emilia Romagna,Bilancio,Firebird,Ordini fornitori,Cba informatica
