"codice_ipa","denominazione","codice_fiscale","mail","mail_pec","codice_tipologia","codice_localizzazione"
"istsc_baic833003","ISTITUTO COMPRENSIVO - RESTA - DE DONATO GIANNINI","91108140723","baic833003@pec.istruzione.it",t,"L33",7460
"istsc_baic83600e","Istituto Comprensivo Rita Levi Montalcini","93423180723","baic83600e@pec.istruzione.it",t,"L33",709
"istsc_baic83700a","ISTITUTO COMPRENSIVO - SM 'GALLO' - 2 CIRCOLO","91108170720","baic83700a@pec.istruzione.it",t,"L33",4609
"istsc_baic838006","ISTITUTO COMPRENSIVO - S.M. PASCOLI - 1 CIRCOLO","91108180729","baic838006@pec.istruzione.it",t,"L33",4609
"istsc_baic839002","ISTITUTO COMPRENSIVO - S.M. G.PASCOLI - EE-AA PARCHITE","80021420726","baic839002@pec.istruzione.it",t,"L33",4616
"istsc_baic84200t","ISTITUTO COMPRENSIVO - I.C. ARISTIDE GABELLI","93421150728","baic84200t@pec.istruzione.it",t,"L33",532
"istsc_baic84300n","ISTITUTO COMPRENSIVO - 'B. GRIMALDI' - S.M. 'LOMBARDI'","93421950721","baic84300n@pec.istruzione.it",t,"L33",532
"istsc_baic84400d","ISTITUTO COMPRENSIVO - EL/7 C.D. MONTELLO - SM SANTOM","93423430722","baic84400d@pec.istruzione.it",t,"L33",532
"istsc_baic845009","ISTITUTO COMPRENSIVO - 8 CD 'G. PAOLO II' - SM 'DE MAR","93423220727","baic845009@pec.istruzione.it",t,"L33",532
"istsc_baic846005","ISTITUTO COMPRENSIVO - 16 CD.CEGLIE-- SM MANZONI-LUCAR","93423250724","baic846005@pec.istruzione.it",t,"L33",532
"istsc_baic84800r","ISTITUTO COMPRENSIVO - SYLOS","93423360721","baic84800r@pec.istruzione.it",t,"L33",708
"istsc_baic84900l","ISTITUTO COMPRENSIVO - 3C.D.'CAIATI' - SM 'ROGADEO'","93423320725","baic84900l@pec.istruzione.it",t,"L33",708
"istsc_baic85000r","ISTITUTO COMPRENSIVO - 'V.F.CASSANO - A. DE RENZIO'","93423340723","baic85000r@pec.istruzione.it",t,"L33",708
"istsc_baic85100l","ISTITUTO COMPRENSIVO - G. BOVIO - CD 'MAZZINI'","90091070723","baic85100l@pec.istruzione.it",t,"L33",1245
"istsc_baic854004","ISTITUTO COMPRENSIVO - I.C. 'AZZOLLINI-GIAQUINTO'","93422240726","baic854004@pec.istruzione.it",t,"L33",4108
"istsc_baic85500x","ISTITUTO COMPRENSIVO - 1 CD. 'MANZONI' - SM 'POLI'","93423240725","baic85500x@pec.istruzione.it",t,"L33",4108
"istsc_baic85600q","ISTITUTO COMPRENSIVO - 2 C.D.'BATTISTI' - SM 'PASCOLI'","93423190722","baic85600q@pec.istruzione.it",t,"L33",4108
"istsc_baic85700g","ISTITUTO COMPRENSIVO - 5 CD R.SCARDIGNO - SM 'SAVIO'","93423370720","baic85700g@pec.istruzione.it",t,"L33",4108
"istsc_baic859007","ISTITUTO COMPRENSIVO - 'DE GASPERI-STEFANO DA PUTIGN.'","91108330720","baic859007@pec.istruzione.it",t,"L33",5560
"istsc_baic86000b","Istituto Comprensivo Don Bosco Santo - Manzoni","90090920720","baic86000b@pec.istruzione.it",t,"L33",234
"istsc_baic862003","ISTITUTO COMPRENSIVO - 4 C.D.'A. MARIANO' - S.M. 'FERM","90091080722","baic862003@pec.istruzione.it",t,"L33",234
"istsc_baic86300v","ISTITUTO COMPRENSIVO - 5 C.D. 'VERDI' - S.M. 'CAFARO'","90091010729","baic86300v@pec.istruzione.it",t,"L33",234
"istsc_baic86400p","ISTITUTO COMPRENSIVO - 6 C.D.'IANNUZZI' - SM 'DI DONNA","90091090721","baic86400p@pec.istruzione.it",t,"L33",234
"istsc_baic86600a","ISTITUTO COMPRENSIVO - I.C. 'MUSTI - DIMICCOLI'","90091130725","baic86600a@pec.istruzione.it",t,"L33",539
"istsc_baic867006","Istituto Comprensivo Statale Pietro Mennea","90091030727","baic867006@pec.istruzione.it",t,"L33",539
"istsc_baic868002","ISTITUTO COMPRENSIVO - I.C.'D.F. TATTOLI - DE GASPERI'","93423750723","baic868002@pec.istruzione.it",t,"L33",2311
"istsc_baic86900t","ISTITUTO COMPRENSIVO - 2 C.D.'ANTENORE' - SM 'GUACCERO'","93423300727","baic86900t@pec.istruzione.it",t,"L33",4920
"istsc_baic87100t","ISTITUTO COMPRENSIVO - C.D. S.G. BOSCO - SM 2 GRUPPO","93423630727","baic87100t@pec.istruzione.it",t,"L33",5315
"istsc_baic87200n","ISTITUTO COMPRENSIVO - SM SARNELLI-DE DONATO-RODARI","93423350722","baic87200n@pec.istruzione.it",t,"L33",5315
"istsc_baic874009","ISTITUTO COMPRENSIVO - 3C.D.'VIA M. JONES'- SM 'COMES'","93423560726","baic874009@pec.istruzione.it",t,"L33",4177
"istsc_baic875005","ISTITUTO COMPRENSIVO - C.D.'VIA DIETA'- S.M. 'SOFO'","93423420723","baic875005@pec.istruzione.it",t,"L33",4177
"istsc_baic876001","ISTITUTO COMPRENSIVO - 4 CD 'C. BREGANTE'- SM 'VOLTA'","93423440721","baic876001@pec.istruzione.it",t,"L33",4177
"istsc_baic87800l","ISTITUTO COMPRENSIVO - BATTISTI - GIOVANNI XXIII","93423260723","baic87800l@pec.istruzione.it",t,"L33",2311
"istsc_baic87900c","ISTITUTO COMPRENSIVO - SM IMBRIANI L.PICCARRETA","93423310726","baic87900c@pec.istruzione.it",t,"L33",2311
"istsc_baic88000l","ISTITUTO COMPRENSIVO - CIFARELLI - SANTARELLA","93423100721","baic88000l@pec.istruzione.it",t,"L33",2311
"istsc_baic882008","ISTITUTO COMPRENSIVO STATALE 'SAN GIOVANNI BOSCO' - MOLFETTA  (BA)","80023470729","baic882008@pec.istruzione.it",t,"L33",4108
"istsc_bais00700p","ISTRUZIONE SECONDARIA SUPERIORE - L. EINAUDI (ITC - IPAA)","05635270720","bais00700p@pec.istruzione.it",t,"L33",1245
"istsc_bais01100a","ISTRUZIONE SECONDARIA SUPERIORE - I.I.S.S.(L.S. - L.C.)","83004590721","bais01100a@pec.istruzione.it",t,"L33",4108
"istsc_bais01400t","ISTRUZIONE SECONDARIA SUPERIORE - I.I.S.S. (L.C. - I.P.S.S.)","93251490723","bais01400t@pec.istruzione.it",t,"L33",2304
"istsc_bais017009","ISTRUZIONE SECONDARIA SUPERIORE - I.I.S.S. (I.T.C. - I.T.G.)","80009200728","bais017009@pec.istruzione.it",t,"L33",1661
"istsc_bais02300l","ISTRUZIONE SECONDARIA SUPERIORE - AGOSTINO AGHERBINO (IPSIA - IPSSCT)","82022540726","bais02300l@pec.istruzione.it",t,"L33",5560
"istsc_bais02400c","ISTRUZIONE SECONDARIA SUPERIORE - BASILE CARAMIA","82021460728","bais02400c@pec.istruzione.it",t,"L33",3606
"istsc_bais026004","Istituto di Istruzione Secondaria Superiore Colamonico - Chiarulli","91081190729","bais026004@pec.istruzione.it",t,"L33",39
"istsc_bais02700x","ISTRUZIONE SECONDARIA SUPERIORE - 'VITO SANTE LONGO' (ITC - ITI)","80034240723","bais02700x@pec.istruzione.it",t,"L33",4177
"istsc_bais03100g","ISTRUZIONE SECONDARIA SUPERIORE - 'LEONARDO DA VINCI'(LS - LC)","91001450724","bais03100g@pec.istruzione.it",t,"L33",1547
"istsc_bais033007","ISTRUZIONE SECONDARIA SUPERIORE - I.I.S.S. 'ROSA LUXEMBURG'","91001810729","bais033007@pec.istruzione.it",t,"L33",39
"istsc_bais034003","ISTRUZIONE SECONDARIA SUPERIORE - 'MAJORANA' (L.S. - L.C.)","91094020723","bais034003@pec.istruzione.it",t,"L33",5560
"istsc_bais03600p","ISTRUZIONE SECONDARIA SUPERIORE - ISTITUTO ISTRUZIONE SECONDARIA II GRADO","92064670729","bais03600p@pec.istruzione.it",t,"L33",701
"istsc_BAIS03700E","ISTITUTO SUPERIORE - GORJUX","93062330720","BAIS03700E@pec.istruzione.it",t,"L33",532
"istsc_BAIS039006","Istituto Istruzione Secondaria Superiore Federico II Stupor Mundi","83002610729","BAIS039006@pec.istruzione.it",t,"L33",2311
"istsc_BAIS041006","Istituto Di Istruzione Secondaria Superiore Mons. Antonio Bello","80023190723","BAIS041006@pec.istruzione.it",t,"L33",4108
"istsc_BAIS042002","ISTITUTO SUPERIORE - AMERIGO VESPUCCI","80021490729","BAIS042002@pec.istruzione.it",t,"L33",4108
"istsc_BAIS04300T","ISTITUTO SUPERIORE - IPSCT  RICCARDO LOTTI","81006110720","BAIS04300T@pec.istruzione.it",t,"L33",234
"istsc_BAIS04400N","ISTITUTO SUPERIORE - GIUSEPPE COLASANTO","90005000725","BAIS04400N@pec.istruzione.it",t,"L33",234
"istsc_bais047005","ISTITUTO SUPERIORE - 'G. DE NITTIS - PINO PASCALI'","93423210728","bais047005@pec.istruzione.it",t,"L33",532
"istsc_bais05100r","ISTITUTO SUPERIORE - LICEO STATALE 'TOMMASO FIORE'","93423490726","bais05100r@pec.istruzione.it",t,"L33",7162
"istsc_bais05300c","ISTITUTO SUPERIORE - 'LUIGI RUSSO'","93423280721","bais05300c@pec.istruzione.it",t,"L33",4177
"istsc_bamm012003","ISTITUTO SECONDARIO DI I GRADO - FRACCACRETA","80023310727","bamm012003@pec.istruzione.it",t,"L33",532
"istsc_bamm02200n","ISTITUTO SECONDARIO DI I GRADO - MICHELANGELO","80016330724","bamm02200n@pec.istruzione.it",t,"L33",532
"istsc_bamm03600g","ISTITUTO SECONDARIO DI I GRADO - FIORE","80023350723","bamm03600g@pec.istruzione.it",t,"L33",532
"istsc_bamm06300x","ISTITUTO SECONDARIO DI I GRADO - S.M.S. ' PADRE PIO '","82015810722","bamm06300x@pec.istruzione.it",t,"L33",182
"istsc_bamm076002","ISTITUTO SECONDARIO DI I GRADO - SMS BALDACCHINI","81003110723","bamm076002@pec.istruzione.it",t,"L33",539
"istsc_bamm07700t","ISTITUTO SECONDARIO DI I GRADO - DE NITTIS","81002590727","bamm07700t@pec.istruzione.it",t,"L33",539
"istsc_bamm08000n","ISTITUTO SECONDARIO DI I GRADO - MANZONI","81002910727","bamm08000n@pec.istruzione.it",t,"L33",539
"istsc_BAMM08100D","SCUOLA PRIMO GRADO - MORO","81004010724","BAMM08100D@pec.istruzione.it",t,"L33",539
"istsc_bamm109004","ISTITUTO SECONDARIO DI I GRADO - SMS 'D.ALIGHIERI'","80009340722","bamm109004@pec.istruzione.it",t,"L33",1488
"istsc_bamm146003","ISTITUTO SECONDARIO DI I GRADO - ALIGHIERI","80011180728","bamm146003@pec.istruzione.it",t,"L33",4090
"istsc_bamm18600d","ISTITUTO SECONDARIO DI I GRADO - SMS A. MANZONI","80022950721","bamm18600d@pec.istruzione.it",t,"L33",5984
"istsc_bamm209001","ISTITUTO SECONDARIO DI I GRADO - SMS 'GEN. E. BALDASSARRE'","83002390728","bamm209001@pec.istruzione.it",t,"L33",7340
"istsc_bamm244008","ISTITUTO SECONDARIO DI I GRADO - 'AMEDEO D'AOSTA'","93249330726","bamm244008@pec.istruzione.it",t,"L33",532
"istsc_bamm25500p","ISTITUTO SECONDARIO DI I GRADO -  SMS GIOVANNI XXIII - LUCARELLI","82002930723","bamm25500p@pec.istruzione.it",t,"L33",39
"istsc_BAMM25600E","SCUOLA PRIMO GRADO - CARELLI - FORLANI","93402950724","BAMM25600E@pec.istruzione.it",t,"L33",2304
"istsc_BAMM25700A","SCUOLA PRIMO GRADO - ALIGHIERI - TANZI","93402770726","BAMM25700A@pec.istruzione.it",t,"L33",4105
"istsc_bamm279007","SCUOLA PRIMO GRADO - CASAVOLA - S.F. D'ASSISI","93422910724","bamm279007@pec.istruzione.it",t,"L33",4090
"istsc_bamm281007","SCUOLA PRIMO GRADO - COTUGNO - CARDUCCI - GIOV. 23","93423380729","bamm281007@pec.istruzione.it",t,"L33",5988
"istsc_bamm282003","SCUOLA PRIMO GRADO - S. G. BOSCO - F. NETTI","91107580721","bamm282003@pec.istruzione.it",t,"L33",6573
"istsc_bapc01000r","LICEO CLASSICO - LC A. CASARDI","81003450723","bapc01000r@pec.istruzione.it",t,"L33",539
"istsc_bapc04000l","LICEO CLASSICO - CARLO TROYA","81006790729","bapc04000l@pec.istruzione.it",t,"L33",234
"istsc_bapc18000x","LICEO CLASSICO - CARMINE SYLOS","80022510723","bapc18000x@pec.istruzione.it",t,"L33",708
"istsc_bapc21000e","LICEO CLASSICO - LICEO CLASSICO E DELLE SCIENZE UMANE","92058830727","bapc21000e@pec.istruzione.it",t,"L33",7340
"istsc_bapm02000g","ISTITUTO MAGISTRALE - I.M. VITO FORNARI","83004450728","bapm02000g@pec.istruzione.it",t,"L33",4108
"istsc_BAPM04000R","ISTITUTO MAGISTRALE - S. BENEDETTO","80008340723","BAPM04000R@pec.istruzione.it",t,"L33",2304
"istsc_BAPM05000B","ISTITUTO MAGISTRALE - DON LORENZO MILANI","82003310727","BAPM05000B@pec.istruzione.it",t,"L33",39
"istsc_baps01000x","LICEO SCIENTIFICO - 'A. SCACCHI'","80021100724","baps01000x@pec.istruzione.it",t,"L33",532
"istsc_baps080006","LICEO SCIENTIFICO - NUZZI","81003970720","baps080006@pec.istruzione.it",t,"L33",234
"istsc_baps09000r","LICEO SCIENTIFICO - O. TEDONE","80017660723","baps09000r@pec.istruzione.it",t,"L33",5988
"istsc_baps100006","Liceo Scientifico Sante Simone","80005140720","baps100006@pec.istruzione.it",t,"L33",2304
"istsc_baps150007","LICEO SCIENTIFICO - 'C. CAFIERO'","81002290724","baps150007@pec.istruzione.it",t,"L33",539
"istsc_baps24000d","LICEO SCIENTIFICO - 'E. AMALDI'","93158670724","baps24000d@pec.istruzione.it",t,"L33",707
"istsc_baps270009","Licei Classico Linguistico Scientifico Cartesio","93030210723","baps270009@pec.istruzione.it",t,"L33",7418
"istsc_barf010006","Istituto Professionale Statale Per I Servizi Socio Sanitari S. De Lilla","80021370723","barf010006@pec.istruzione.it",t,"L33",532
"istsc_barh01000n","ISTITUTO PROFESSIONALE PER I SERVIZI ALBERGHIERI E RISTORAZIONE - A. PEROTTI","80021610722","barh01000n@pec.istruzione.it",t,"L33",532
"istsc_barh020008","Istituto Professionale di Stato dei Servizi per l'Enogastronomia e l'Ospitalita' Alberghiera - I.P.S.S.E.O.A.","03198510723","barh020008@pec.istruzione.it",t,"L33",1661
"istsc_bari05000g","ISTITUTO PROFESSIONALE INDUSTRIA E ARTIGIANATO - I.P.S.I.A. 'ARCHIMEDE '","81002570729","bari05000g@pec.istruzione.it",t,"L33",539
"istsc_batd04000g","ISTITUTO TECNICO COMMERCIALE - 'GAETANO SALVEMINI'","80011200724","batd04000g@pec.istruzione.it",t,"L33",4108
"istsc_batd09000l","Istituto Tecnico Statale Economico E Tecnologico Padre A.M. Tannoia","83002250724","batd09000l@pec.istruzione.it",t,"L33",2311
"istsc_batd25000x","ISTITUTO TECNICO COMMERCIALE - ITC 'MARCO POLO'","93326840720","batd25000x@pec.istruzione.it",t,"L33",532
"istsc_batd270005","IST TECNICO COMMERCIALE - SANDRO PERTINI","91108210724","batd270005@pec.istruzione.it",t,"L33",7460
"istsc_batf04000t","ISTITUTO TECNICO INDUSTRIALE - LUIGI DELL'ERBA","80005020724","batf04000t@pec.istruzione.it",t,"L33",1661
"istsc_batf060003","ISTITUTO TECNICO INDUSTRIALE - SEN. O. IANNUZZI","81006150726","batf060003@pec.istruzione.it",t,"L33",234
"istsc_batf100008","ISTITUTO TECNICO INDUSTRIALE - ALESSANDRO VOLTA","80007640727","batf100008@pec.istruzione.it",t,"L33",708
"istsc_bgic804004","ISTITUTO COMPRENSIVO - VILMINORE DI SCALVE","90013410163","bgic804004@pec.istruzione.it",t,"L33",7928
"istsc_bgic80500x","ISTITUTO COMPRENSIVO - TAVERNOLA BERGAMASCA","81004940169","bgic80500x@pec.istruzione.it",t,"L33",7132
"istsc_bgic80600q","ISTITUTO COMPRENSIVO - CLUSONE","90017480162","bgic80600q@pec.istruzione.it",t,"L33",2176
"istsc_bgic80700g","ISTITUTO COMPRENSIVO - BERGAMO DE AMICIS","95118790161","bgic80700g@pec.istruzione.it",t,"L33",639
"istsc_bgic811007","ISTITUTO COMPRENSIVO - BERGAMO V.MUZIO","95118920164","bgic811007@pec.istruzione.it",t,"L33",639
"istsc_bgic812003","ISTITUTO COMPRENSIVO - BERGAMO - MAZZI","95118810167","bgic812003@pec.istruzione.it",t,"L33",639
"istsc_bgic81300v","ISTITUTO COMPRENSIVO - BERGAMO - DONADONI","95118820166","bgic81300v@pec.istruzione.it",t,"L33",639
"istsc_bgic81500e","ISTITUTO COMPRENSIVO - BERGAMO - CAMOZZI","95118630169","bgic81500e@pec.istruzione.it",t,"L33",639
"istsc_bgic81600a","ISTITUTO COMPRENSIVO - BERGAMO - G.D. PETTENI","95118590165","bgic81600a@pec.istruzione.it",t,"L33",639
"istsc_bgic818002","ISTITUTO COMPRENSIVO - ALBINO - G.SOLARI","95118430164","bgic818002@pec.istruzione.it",t,"L33",130
"istsc_bgic81900t","ISTITUTO COMPRENSIVO - ALMENNO S.B. LUIGI ANGELINI","95118360163","bgic81900t@pec.istruzione.it",t,"L33",174
"istsc_bgic820002","ISTITUTO COMPRENSIVO - ALMENNO S.S. - GIOVANNI XXIII","95118310168","bgic820002@pec.istruzione.it",t,"L33",175
"istsc_bgic82100t","ISTITUTO COMPRENSIVO - ALZANO LOMBARDO","95118410166","bgic82100t@pec.istruzione.it",t,"L33",201
"istsc_bgic82200n","ISTITUTO COMPRENSIVO - ARCENE - C.CONSONNI","93024390168","bgic82200n@pec.istruzione.it",t,"L33",294
"istsc_bgic82300d","ISTITUTO COMPRENSIVO - AZZANO SAN PAOLO GIOVANNI XXIII","95119250165","bgic82300d@pec.istruzione.it",t,"L33",432
"istsc_bgic824009","ISTITUTO COMPRENSIVO - BAGNATICA","95118640168","bgic824009@pec.istruzione.it",t,"L33",454
"istsc_bgic825005","ISTITUTO COMPRENSIVO - BARIANO","92015020164","bgic825005@pec.istruzione.it",t,"L33",534
"istsc_bgic826001","ISTITUTO COMPRENSIVO - BONATE SOPRA - ALDO MORO","91026100163","bgic826001@pec.istruzione.it",t,"L33",757
"istsc_bgic82700r","ISTITUTO COMPRENSIVO - BONATE SOTTO I C. 'CLARA LEVI'","91025970160","bgic82700r@pec.istruzione.it",t,"L33",758
"istsc_bgic82800l","ISTITUTO COMPRENSIVO - BORGO DI TERZO","95118570167","bgic82800l@pec.istruzione.it",t,"L33",793
"istsc_bgic83000l","ISTITUTO COMPRENSIVO - BREMBILLA - GIOVANNI XXIII","94015590162","bgic83000l@pec.istruzione.it",t,"L33",7518
"istsc_bgic83100c","ISTITUTO COMPRENSIVO - CALCINATE - ALDO MORO","92015050161","bgic83100c@pec.istruzione.it",t,"L33",1064
"istsc_bgic832008","ISTITUTO COMPRENSIVO - CALCIO MARTIRI DELLA RESISTENZA","92015040162","bgic832008@pec.istruzione.it",t,"L33",1066
"istsc_bgic833004","ISTITUTO COMPRENSIVO - CALUSCO D'ADDA CAP.","82004810162","bgic833004@pec.istruzione.it",t,"L33",1097
"istsc_bgic83400x","ISTITUTO COMPRENSIVO - CAPRIATE S.G. ' A. MANZONI'","82005050164","bgic83400x@pec.istruzione.it",t,"L33",1312
"istsc_bgic83600g","ISTITUTO COMPRENSIVO - CARVICO - E. FERMI","91025980169","bgic83600g@pec.istruzione.it",t,"L33",1430
"istsc_bgic83700b","ISTITUTO COMPRENSIVO - CASIRATE D'ADDA","93024470168","bgic83700b@pec.istruzione.it",t,"L33",1526
"istsc_bgic838007","ISTITUTO COMPRENSIVO - CASTELLI CAL.- FRA A.DA CALEPIO","95118690163","bgic838007@pec.istruzione.it",t,"L33",1686
"istsc_bgic839003","ISTITUTO COMPRENSIVO - CASAZZA","95118860162","bgic839003@pec.istruzione.it",t,"L33",1509
"istsc_bgic840007","ISTITUTO COMPRENSIVO - CHIUDUNO ISTITUTO COMPRENSIVO","95118850163","bgic840007@pec.istruzione.it",t,"L33",2058
"istsc_bgic841003","ISTITUTO COMPRENSIVO - CISANO BERGAMASCO","91025960161","bgic841003@pec.istruzione.it",t,"L33",2120
"istsc_bgic84200v","ISTITUTO COMPRENSIVO - CISERANO","93024460169","bgic84200v@pec.istruzione.it",t,"L33",2122
"istsc_bgic84300p","Istituto Comprensivo Fratelli d'Italia Costa Volpino Bg","96005650161","bgic84300p@pec.istruzione.it",t,"L33",2404
"istsc_bgic84400e","ISTITUTO COMPRENSIVO - COVO - L. LOTTO","92015100164","bgic84400e@pec.istruzione.it",t,"L33",2416
"istsc_bgic84500a","ISTITUTO COMPRENSIVO - CURNO","95118930163","bgic84500a@pec.istruzione.it",t,"L33",4517
"istsc_bgic846006","ISTITUTO COMPRENSIVO - FARA D'ADDA","93024340163","bgic846006@pec.istruzione.it",t,"L33",2690
"istsc_bgic847002","ISTITUTO COMPRENSIVO - GANDINO","90017460164","bgic847002@pec.istruzione.it",t,"L33",3021
"istsc_bgic84800t","ISTITUTO COMPRENSIVO - GAZZANIGA","90017400160","bgic84800t@pec.istruzione.it",t,"L33",3059
"istsc_bgic84900n","ISTITUTO COMPRENSIVO - GORLAGO - ALDO MORO","95118710169","bgic84900n@pec.istruzione.it",t,"L33",3182
"istsc_bgic85000t","ISTITUTO COMPRENSIVO - GORLE","95118650167","bgic85000t@pec.istruzione.it",t,"L33",3183
"istsc_bgic85100n","ISTITUTO COMPRENSIVO - GROMO - SORELLE DE MARCHI","90017430167","bgic85100n@pec.istruzione.it",t,"L33",3249
"istsc_bgic85200d","ISTITUTO COMPRENSIVO - GRUMELLO DEL MONTE -DON BELOTTI","95119090165","bgic85200d@pec.istruzione.it",t,"L33",3273
"istsc_bgic853009","ISTITUTO COMPRENSIVO - LEFFE ISTITUTO COMPRENSIVO","90017470163","bgic853009@pec.istruzione.it",t,"L33",3506
"istsc_bgic854005","ISTITUTO COMPRENSIVO - OSIO SOPRA","95118800168","bgic854005@pec.istruzione.it",t,"L33",4806
"istsc_bgic855001","ISTITUTO COMPRENSIVO - LOVERE","96005660160","bgic855001@pec.istruzione.it",t,"L33",3651
"istsc_bgic85600r","ISTITUTO COMPRENSIVO - MAPELLO - PIERA GELPI","91026010164","bgic85600r@pec.istruzione.it",t,"L33",3806
"istsc_bgic85800c","ISTITUTO COMPRENSIVO - MOZZANICA 'L. DA VINCI'","83002250161","bgic85800c@pec.istruzione.it",t,"L33",4514
"istsc_bgic86000c","ISTITUTO COMPRENSIVO - NEMBRO - E.TALPINO","95118440163","bgic86000c@pec.istruzione.it",t,"L33",4568
"istsc_bgic862004","ISTITUTO COMPRENSIVO - PALADINA - A. TIRABOSCHI","95118520162","bgic862004@pec.istruzione.it",t,"L33",4883
"istsc_bgic86400q","ISTITUTO COMPRENSIVO - PONTE NOSSA","90017420168","bgic86400q@pec.istruzione.it",t,"L33",5364
"istsc_bgic86600b","ISTITUTO COMPRENSIVO - PONTE S. PIETRO","91025820167","bgic86600b@pec.istruzione.it",t,"L33",5366
"istsc_bgic867007","ISTITUTO COMPRENSIVO - RANICA - MARIA PIAZZOLI","95118610161","bgic867007@pec.istruzione.it",t,"L33",5614
"istsc_bgic868003","ISTITUTO COMPRENSIVO - ROVETTA - ANDREA FANTONI","90017410169","bgic868003@pec.istruzione.it",t,"L33",5963
"istsc_bgic86900v","ISTITUTO COMPRENSIVO - SAN GIOVANNI BIANCO","94015600169","bgic86900v@pec.istruzione.it",t,"L33",6194
"istsc_bgic870003","ISTITUTO COMPRENSIVO - SAN PAOLO D'ARGON","95119200160","bgic870003@pec.istruzione.it",t,"L33",6319
"istsc_bgic87100v","ISTITUTO COMPRENSIVO - S. PELLEGRINO TERME, CAP.","94015540167","bgic87100v@pec.istruzione.it",t,"L33",6323
"istsc_bgic87200p","ISTITUTO COMPRENSIVO - S. OMOBONO TERME","95118250166","bgic87200p@pec.istruzione.it",t,"L33",6505
"istsc_bgic87300e","ISTITUTO COMPRENSIVO - SARNICO - E. DONADONI","95118390160","bgic87300e@pec.istruzione.it",t,"L33",6613
"istsc_bgic875006","ISTITUTO COMPRENSIVO - SERIATE - CESARE BATTISTI","95118400167","bgic875006@pec.istruzione.it",t,"L33",6767
"istsc_bgic876002","ISTITUTO COMPRENSIVO - SERIATE - ALDO MORO","95118460161","bgic876002@pec.istruzione.it",t,"L33",6767
"istsc_bgic87700t","ISTITUTO COMPRENSIVO - SORISOLE -I.C. 'A. LANFRANCHI'","95118480169","bgic87700t@pec.istruzione.it",t,"L33",6955
"istsc_bgic87900d","ISTITUTO COMPRENSIVO - STEZZANO IST COMPRENSIVO CAROLI","95119270163","bgic87900d@pec.istruzione.it",t,"L33",7035
"istsc_bgic88000n","ISTITUTO COMPRENSIVO - SUISIO","91025990168","bgic88000n@pec.istruzione.it",t,"L33",7071
"istsc_bgic88100d","ISTITUTO COMPRENSIVO - TERNO ISOLA -PADRE C.ALBISETTI","91026020163","BGIC88100D@pec.istruzione.it",t,"L33",7170
"istsc_bgic882009","ISTITUTO COMPRENSIVO - TORRE BOLDONE - D. ALIGHIERI","95119170165","bgic882009@pec.istruzione.it",t,"L33",7270
"istsc_bgic883005","ISTITUTO COMPRENSIVO - TRESCORE BALNEARIO I.C.","95119300168","bgic883005@pec.istruzione.it",t,"L33",7387
"istsc_bgic88500r","ISTITUTO COMPRENSIVO - VALNEGRA - F. GERVASONI","94015560165","bgic88500r@pec.istruzione.it",t,"L33",7601
"istsc_bgic88600l","ISTITUTO COMPRENSIVO - VERDELLINO - ZINGONIA I.C.","93024440161","bgic88600l@pec.istruzione.it",t,"L33",7694
"istsc_bgic88700c","ISTITUTO COMPRENSIVO - VERDELLO I.C.","93024450160","bgic88700c@pec.istruzione.it",t,"L33",7695
"istsc_bgic888008","ISTITUTO COMPRENSIVO - VERTOVA","90017450165","bgic888008@pec.istruzione.it",t,"L33",7722
"istsc_bgic889004","ISTITUTO COMPRENSIVO - VILLA D'ALME","80029050160","bgic889004@pec.istruzione.it",t,"L33",7817
"istsc_bgic890008","ISTITUTO COMPRENSIVO - VILLA DI SERIO - F.NULLO","95118740166","bgic890008@pec.istruzione.it",t,"L33",7823
"istsc_bgic891004","ISTITUTO COMPRENSIVO - VILLONGO","95118490168","bgic891004@pec.istruzione.it",t,"L33",7926
"istsc_bgic89200x","ISTITUTO COMPRENSIVO - ZOGNO","94015570164","bgic89200x@pec.istruzione.it",t,"L33",8030
"istsc_bgic89300q","ISTITUTO COMPRENSIVO - ZANICA ISTITUTO COMPRENSIVO","95118880160","bgic89300q@pec.istruzione.it",t,"L33",8001
"istsc_bgic89500b","ISTITUTO COMPRENSIVO - BREMBATE SOPRA - F. DELL'ORTO","91031680167","bgic89500b@pec.istruzione.it",t,"L33",888
"istsc_bgic896007","ISTITUTO COMPRENSIVO - ROMANO DI LOMBARDIA 'E.FERMI'","92026190162","bgic896007@pec.istruzione.it",t,"L33",5882
"istsc_bgic897003","ISTITUTO COMPRENSIVO - SPIRANO","93044470164","bgic897003@pec.istruzione.it",t,"L33",7007
"istsc_bgic89800v","ISTITUTO COMPRENSIVO - ROMANO DI LOMBARDIA'GB. RUBINI'","92026180163","bgic89800v@pec.istruzione.it",t,"L33",5882
"istsc_bgic8aa007","ISTITUTO COMPRENSIVO - URGNANO 'B. COLLEONI'","95200700169","bgic8aa007@pec.istruzione.it",t,"L33",7486
"istsc_bgis00200l","ISTRUZIONE SECONDARIA SUPERIORE - 'SIMONE WEIL'","84005670165","bgis00200l@pec.istruzione.it",t,"L33",7396
"istsc_bgis004008","ISTRUZIONE SECONDARIA SUPERIORE - 'ORESTE MOZZALI'","84003250168","bgis004008@pec.istruzione.it",t,"L33",7396
